location,year,population,unemployment_rate,mean_household_income
Indiana,2015,24293,4,62819
Indiana,2015,33406,4,66014
Iowa,2015,7228,2,58963
Iowa,2015,3796,2,59548
Iowa,2015,13886,4,61409
Iowa,2015,12529,4,53427
Iowa,2015,5773,2,66054
Iowa,2015,25658,3,75245
Iowa,2015,133455,5,61797
Iowa,2015,26643,3,64229
Iowa,2015,24722,3,77465
Iowa,2015,21062,3,73598
Iowa,2015,20493,3,64512
Iowa,2015,14915,3,64031
Iowa,2015,9818,2,60456
Iowa,2015,20498,2,63449
Iowa,2015,13427,2,56603
Iowa,2015,18340,2,66955
Iowa,2015,43017,3,62272
Iowa,2015,11574,2,61904
Iowa,2015,12097,3,62024
Iowa,2015,9259,3,54049
Iowa,2015,16507,3,62547
Iowa,2015,17644,3,60444
Iowa,2015,47768,3,64144
Iowa,2015,17094,3,60740
Iowa,2015,80133,2,99652
Iowa,2015,8769,3,64115
Iowa,2015,8220,4,49436
Iowa,2015,17403,3,67995
Iowa,2015,40055,4,57771
Iowa,2015,17111,3,74454
Iowa,2015,97125,3,67186
Iowa,2015,9769,3,65804
Iowa,2015,20257,3,57810
Iowa,2015,15960,2,59180
Iowa,2015,10295,3,61024
Iowa,2015,6906,2,69531
Iowa,2015,9027,4,62314
Iowa,2015,12435,3,73226
Iowa,2015,10676,4,67706
Iowa,2015,15190,3,61612
Iowa,2015,10974,1,63545
Iowa,2015,17367,3,63136
Iowa,2015,14265,2,63838
Iowa,2015,19950,3,60327
Iowa,2015,9410,2,61651
Iowa,2015,9555,3,63705
Iowa,2015,7028,2,64418
Iowa,2015,16401,1,70599
Iowa,2015,19444,3,59517
Iowa,2015,36827,3,65658
Iowa,2015,17555,4,60151
Iowa,2015,144251,3,77010
Iowa,2015,20466,3,68356
Iowa,2015,10163,3,54072
Iowa,2015,15165,1,65397
Iowa,2015,35089,6,53513
Iowa,2015,219916,3,74793
Iowa,2015,11185,3,65550
Iowa,2015,8682,4,55491
Iowa,2015,11745,2,69748
Iowa,2015,15753,4,73259
Iowa,2015,22324,5,61427
Iowa,2015,33294,3,65893
Iowa,2015,40746,4,63537
Iowa,2015,14844,2,75124
Iowa,2015,10832,2,62363
Iowa,2015,8979,3,54937
Iowa,2015,7973,4,60609
Iowa,2015,10234,6,53083
Iowa,2015,43011,3,65333
Iowa,2015,13984,2,70596
Iowa,2015,6154,2,59535
Iowa,2015,15527,3,56810
Iowa,2015,9133,2,60222
Iowa,2015,24800,2,68939
Iowa,2015,7008,3,58392
Iowa,2015,467711,4,78164
Iowa,2015,93671,3,66768
Iowa,2015,18550,3,64118
Iowa,2015,5068,3,64398
Iowa,2015,10021,3,61177
Iowa,2015,172126,4,71968
Iowa,2015,11927,2,64231
Iowa,2015,34937,1,74228
Iowa,2015,96021,4,64861
Iowa,2015,17337,4,66434
Iowa,2015,6205,3,54440
Iowa,2015,12469,4,55888
Iowa,2015,7344,4,57420
Iowa,2015,35173,5,54822
Iowa,2015,48626,3,76998
Iowa,2015,22247,3,67458
Iowa,2015,6385,3,55655
Iowa,2015,37071,5,56582
Iowa,2015,10609,4,58273
Iowa,2015,20709,2,65124
Iowa,2015,102782,4,60805
Iowa,2015,7569,3,56950
Iowa,2015,12773,4,60786
Kansas,2015,12717,4,49265
Kansas,2015,7808,4,50761
Kansas,2015,16398,5,55246
Kansas,2015,4823,2,65805
Kansas,2015,27103,5,58223
Kansas,2015,14712,2,51199
Kansas,2015,9776,3,53299
Kansas,2015,66741,4,74192
Kansas,2015,2679,2,53550
Kansas,2015,3402,3,53120
Kansas,2015,20533,4,50886
Kansas,2015,2679,1,54941
Kansas,2015,2096,1,56756
Kansas,2015,8347,1,67013
Kansas,2015,9219,4,49746
Kansas,2015,8384,3,69310
Kansas,2015,1843,4,55472
Kansas,2015,35788,4,56991
Kansas,2015,39217,4,50201
Kansas,2015,2932,2,59421
Kansas,2015,19303,4,59878
Kansas,2015,7797,4,59866
Kansas,2015,118053,4,69129
Kansas,2015,2968,1,61363
Kansas,2015,2605,3,45632
Kansas,2015,29029,3,62029
Kansas,2015,6343,2,59335
Kansas,2015,37118,3,64659
Kansas,2015,34536,5,61451
Kansas,2015,25609,5,63209
Kansas,2015,37030,5,57586
Kansas,2015,2640,1,58914
Kansas,2015,2591,1,58796
Kansas,2015,7733,5,73238
Kansas,2015,6133,2,71799
Kansas,2015,1330,1,63503
Kansas,2015,6244,2,52607
Kansas,2015,2474,2,57210
Kansas,2015,5817,2,58415
Kansas,2015,35073,3,61691
Kansas,2015,4064,3,70265
Kansas,2015,1893,2,73669
Kansas,2015,13338,3,63210
Kansas,2015,18930,5,65317
Kansas,2015,2970,2,49202
Kansas,2015,580159,3,102246
Kansas,2015,3956,1,67081
Kansas,2015,7687,3,62177
Kansas,2015,2564,3,56777
Kansas,2015,20803,3,51659
Kansas,2015,1670,2,65181
Kansas,2015,79315,3,75052
Kansas,2015,3105,4,57724
Kansas,2015,9536,5,60744
Kansas,2015,2825,3,64363
Kansas,2015,33339,5,51927
Kansas,2015,28941,2,69689
Kansas,2015,12103,3,57945
Kansas,2015,9936,2,60830
Kansas,2015,4330,2,60051
Kansas,2015,32553,4,75236
Kansas,2015,6282,2,63422
Kansas,2015,33314,5,50834
Kansas,2015,5645,2,55681
Kansas,2015,3007,4,55040
Kansas,2015,10227,1,62353
Kansas,2015,16346,3,54417
Kansas,2015,3005,2,66223
Kansas,2015,5550,1,58810
Kansas,2015,15847,5,59084
Kansas,2015,3683,3,56899
Kansas,2015,5975,4,63301
Kansas,2015,6838,1,59799
Kansas,2015,5428,3,57007
Kansas,2015,23298,3,70728
Kansas,2015,9691,4,66367
Kansas,2015,2506,1,57563
Kansas,2015,63718,4,58235
Kansas,2015,4725,3,52070
Kansas,2015,9977,4,60680
Kansas,2015,75247,3,62147
Kansas,2015,5174,3,55366
Kansas,2015,3130,4,52707
Kansas,2015,7039,5,55635
Kansas,2015,55691,3,62084
Kansas,2015,4964,4,68099
Kansas,2015,511574,5,66238
Kansas,2015,23152,7,60883
Kansas,2015,178725,4,65618
Kansas,2015,2512,1,64214
Kansas,2015,5983,3,46883
Kansas,2015,3704,2,60173
Kansas,2015,4236,2,60484
Kansas,2015,2072,2,58377
Kansas,2015,5806,2,68329
Kansas,2015,23535,4,61207
Kansas,2015,7904,2,64708
Kansas,2015,2927,1,64185
Kansas,2015,6951,4,60473
Kansas,2015,1518,4,70594
Kansas,2015,5598,2,54267
Kansas,2015,2157,2,63407
Kansas,2015,8856,4,53836
Kansas,2015,3115,3,45914
Kansas,2015,163369,7,49574
Kentucky,2015,19027,4,45573
Kentucky,2015,20640,5,52779
Kentucky,2015,21979,5,61426
Kentucky,2015,8212,4,58182
Kentucky,2015,43570,5,49555
Kentucky,2015,12228,7,48853
Kentucky,2015,27337,5,32781
Kentucky,2015,127712,4,81500
Kentucky,2015,20116,6,58199
Kentucky,2015,48325,5,63743
Kentucky,2015,29809,4,56462
Kentucky,2015,8321,5,51316
Kentucky,2015,13484,5,38128
Kentucky,2015,20018,6,51480
Kentucky,2015,78702,5,64311
Kentucky,2015,12938,3,43381
Kentucky,2015,12681,5,50042
Kentucky,2015,38343,5,50310
Kentucky,2015,92066,5,70780
Kentucky,2015,4874,4,51628
Kentucky,2015,10699,8,52573
Kentucky,2015,27158,6,47504
Kentucky,2015,15808,5,43192
Kentucky,2015,73309,6,51094
Kentucky,2015,35757,5,63223
Kentucky,2015,21013,6,34745
Kentucky,2015,10174,5,41050
Kentucky,2015,9183,4,51442
Kentucky,2015,6759,5,41349
Kentucky,2015,99259,4,59825
Kentucky,2015,12007,5,51718
Kentucky,2015,7648,2,39390
Kentucky,2015,14375,6,40072
Kentucky,2015,314488,5,71834
Kentucky,2015,14637,6,53780
Kentucky,2015,37756,4,44358
Kentucky,2015,50375,5,61784
Kentucky,2015,6238,6,42169
Kentucky,2015,8636,4,57639
Kentucky,2015,17237,7,56964
Kentucky,2015,24757,4,55470
Kentucky,2015,37421,4,52088
Kentucky,2015,26221,5,49746
Kentucky,2015,11010,5,46972
Kentucky,2015,36068,5,59689
Kentucky,2015,8692,3,58391
Kentucky,2015,106439,5,63293
Kentucky,2015,27703,4,38365
Kentucky,2015,18763,4,50510
Kentucky,2015,18454,5,47635
Kentucky,2015,46407,5,54572
Kentucky,2015,15620,4,55608
Kentucky,2015,4612,4,44888
Kentucky,2015,46222,4,54317
Kentucky,2015,13352,5,39956
Kentucky,2015,763623,6,68917
Kentucky,2015,51961,6,70610
Kentucky,2015,23175,4,46867
Kentucky,2015,165012,5,70236
Kentucky,2015,15693,6,44522
Kentucky,2015,31730,7,37892
Kentucky,2015,14241,5,51808
Kentucky,2015,60094,7,47558
Kentucky,2015,15745,4,47784
Kentucky,2015,6752,4,33515
Kentucky,2015,10711,7,38612
Kentucky,2015,23123,6,41430
Kentucky,2015,13682,4,41755
Kentucky,2015,24463,6,46848
Kentucky,2015,9316,4,55685
Kentucky,2015,26910,4,46969
Kentucky,2015,8306,3,59889
Kentucky,2015,65018,4,65923
Kentucky,2015,17878,7,29120
Kentucky,2015,9512,5,52565
Kentucky,2015,87824,5,56542
Kentucky,2015,12808,5,39483
Kentucky,2015,19365,5,50033
Kentucky,2015,31101,4,56956
Kentucky,2015,12307,6,37649
Kentucky,2015,17099,4,60229
Kentucky,2015,27924,7,62364
Kentucky,2015,6358,7,41120
Kentucky,2015,21407,7,54503
Kentucky,2015,9909,4,43366
Kentucky,2015,10667,5,42684
Kentucky,2015,27608,6,52272
Kentucky,2015,13275,4,43026
Kentucky,2015,31183,5,49900
Kentucky,2015,45126,6,64462
Kentucky,2015,7131,4,48510
Kentucky,2015,24216,5,50071
Kentucky,2015,64875,3,106471
Kentucky,2015,10730,5,58204
Kentucky,2015,4461,3,36423
Kentucky,2015,14408,4,61331
Kentucky,2015,27565,7,46924
Kentucky,2015,61792,5,47925
Kentucky,2015,12269,4,43275
Kentucky,2015,63782,5,48807
Kentucky,2015,2138,3,43717
Kentucky,2015,16942,6,42287
Kentucky,2015,23892,4,47300
Kentucky,2015,17662,6,40653
Kentucky,2015,52420,5,75187
Kentucky,2015,45632,4,75209
Kentucky,2015,18006,4,49851
Kentucky,2015,17894,4,73839
Kentucky,2015,25420,6,43902
Kentucky,2015,12531,5,49725
Kentucky,2015,14233,5,61187
Kentucky,2015,8769,9,56460
Kentucky,2015,15050,4,51971
Kentucky,2015,122851,5,61447
Kentucky,2015,12063,4,49984
Kentucky,2015,20464,6,37361
Kentucky,2015,13170,4,51036
Kentucky,2015,36129,5,44278
Kentucky,2015,7259,4,32719
Kentucky,2015,25793,3,76590
Louisiana,2015,62577,6,53782
Louisiana,2015,25683,4,55589
Louisiana,2015,119455,4,81041
Louisiana,2015,22842,6,62597
Louisiana,2015,41103,5,50249
Louisiana,2015,36462,3,61168
Louisiana,2015,13786,5,47101
Louisiana,2015,125175,4,69190
Louisiana,2015,251460,4,61687
Louisiana,2015,198788,5,63112
Louisiana,2015,9993,6,52534
Louisiana,2015,6817,4,77053
Louisiana,2015,10147,4,57215
Louisiana,2015,16295,6,46870
Louisiana,2015,20142,6,44862
Louisiana,2015,27052,5,56651
Louisiana,2015,446753,5,70369
Louisiana,2015,7307,8,32464
Louisiana,2015,19696,3,58723
Louisiana,2015,33743,5,48539
Louisiana,2015,20410,6,45837
Louisiana,2015,22343,4,51298
Louisiana,2015,74103,7,65492
Louisiana,2015,33095,4,60300
Louisiana,2015,15858,3,49064
Louisiana,2015,436275,4,66801
Louisiana,2015,31439,5,56472
Louisiana,2015,240098,4,75464
Louisiana,2015,98325,4,66611
Louisiana,2015,14974,3,55334
Louisiana,2015,47774,7,54888
Louisiana,2015,137788,5,70702
Louisiana,2015,11514,9,37675
Louisiana,2015,26395,4,44580
Louisiana,2015,39179,7,51312
Louisiana,2015,389617,6,63703
Louisiana,2015,156761,5,56632
Louisiana,2015,23495,3,65046
Louisiana,2015,22251,5,62429
Louisiana,2015,132141,5,56228
Louisiana,2015,8593,5,57529
Louisiana,2015,20523,5,52347
Louisiana,2015,24186,6,56035
Louisiana,2015,45408,8,54813
Louisiana,2015,52812,5,75167
Louisiana,2015,10567,7,48057
Louisiana,2015,21567,7,64422
Louisiana,2015,43626,6,63131
Louisiana,2015,83848,3,49582
Louisiana,2015,53835,5,60643
Louisiana,2015,52810,7,54690
Louisiana,2015,250088,5,82911
Louisiana,2015,128755,7,57020
Louisiana,2015,4740,8,38617
Louisiana,2015,113972,3,63627
Louisiana,2015,22477,4,48927
Louisiana,2015,59875,5,60930
Louisiana,2015,50803,4,57215
Louisiana,2015,46371,7,46045
Louisiana,2015,40021,4,48557
Louisiana,2015,25490,4,69658
Louisiana,2015,11293,6,51187
Louisiana,2015,15385,4,73598
Louisiana,2015,14568,3,48062
Maine,2015,107233,5,59468
Maine,2015,68628,4,48918
Maine,2015,289977,4,81253
Maine,2015,29991,5,55643
Maine,2015,54659,5,62576
Maine,2015,119980,5,60374
Maine,2015,39855,4,63706
Maine,2015,33969,3,65684
Maine,2015,57202,5,51999
Maine,2015,152692,5,57854
Maine,2015,16931,5,50871
Maine,2015,35149,4,68562
Maine,2015,51113,6,50615
Maine,2015,39155,5,56246
Maine,2015,31625,5,49337
Maine,2015,201169,4,73554
Maryland,2015,72528,5,54511
Maryland,2015,564195,4,111210
Maryland,2015,831128,5,89111
Maryland,2015,90595,5,109746
Maryland,2015,32579,6,65510
Maryland,2015,167627,3,101314
Maryland,2015,102382,5,79189
Maryland,2015,156118,4,103512
Maryland,2015,32384,7,65761
Maryland,2015,245322,4,100589
Maryland,2015,29460,4,61081
Maryland,2015,250290,4,95283
Maryland,2015,313414,4,132751
Maryland,2015,19787,4,73881
Maryland,2015,1040116,4,133543
Maryland,2015,909535,6,90268
Maryland,2015,48904,4,103883
Maryland,2015,111413,3,100383
Maryland,2015,25768,3,49530
Maryland,2015,37512,4,87649
Maryland,2015,149585,5,70993
Maryland,2015,102370,6,69010
Maryland,2015,51540,6,76244
Maryland,2015,621849,8,61731
Massachusetts,2015,214333,4,83609
Massachusetts,2015,127828,6,69405
Massachusetts,2015,556772,6,74815
Massachusetts,2015,17299,3,94911
Massachusetts,2015,776043,5,93696
Massachusetts,2015,70601,5,70107
Massachusetts,2015,470690,6,67900
Massachusetts,2015,161292,5,80124
Massachusetts,2015,1585139,4,114411
Massachusetts,2015,10925,2,112938
Massachusetts,2015,696023,5,119234
Massachusetts,2015,510393,5,97204
Massachusetts,2015,778121,6,82933
Massachusetts,2015,818963,5,84474
Michigan,2015,10349,5,49611
Michigan,2015,9383,5,52898
Michigan,2015,114625,4,66607
Michigan,2015,28803,5,49664
Michigan,2015,23154,5,64434
Michigan,2015,15261,6,49496
Michigan,2015,8575,3,50489
Michigan,2015,59314,5,66094
Michigan,2015,105659,6,58140
Michigan,2015,17457,5,58602
Michigan,2015,154636,6,62308
Michigan,2015,43664,4,56058
Michigan,2015,134314,6,57140
Michigan,2015,51657,6,60615
Michigan,2015,26238,5,65992
Michigan,2015,25427,8,53191
Michigan,2015,38033,6,52832
Michigan,2015,30553,6,43907
Michigan,2015,77390,4,76785
Michigan,2015,13801,6,51769
Michigan,2015,36377,5,52475
Michigan,2015,25788,4,57615
Michigan,2015,108801,5,66840
Michigan,2015,33161,5,73098
Michigan,2015,410849,8,56528
Michigan,2015,25164,5,49071
Michigan,2015,15431,4,47239
Michigan,2015,91636,4,69629
Michigan,2015,41540,4,53966
Michigan,2015,45941,5,53715
Michigan,2015,36380,4,51004
Michigan,2015,31883,4,53381
Michigan,2015,286085,6,63245
Michigan,2015,64223,6,58159
Michigan,2015,25345,6,51036
Michigan,2015,11348,4,44787
Michigan,2015,70698,7,55442
Michigan,2015,159494,6,59409
Michigan,2015,260263,6,65805
Michigan,2015,17260,6,50479
Michigan,2015,636369,5,70755
Michigan,2015,2168,3,49466
Michigan,2015,11424,5,38826
Michigan,2015,88373,6,64869
Michigan,2015,21981,4,80374
Michigan,2015,98573,5,58847
Michigan,2015,187316,4,88741
Michigan,2015,6415,5,47497
Michigan,2015,10890,7,50520
Michigan,2015,864840,6,68599
Michigan,2015,24461,6,53824
Michigan,2015,67215,5,58174
Michigan,2015,28783,6,55872
Michigan,2015,43067,7,53293
Michigan,2015,23548,5,50162
Michigan,2015,83632,5,74352
Michigan,2015,14903,6,50991
Michigan,2015,149568,5,68281
Michigan,2015,62945,6,51280
Michigan,2015,9259,7,44935
Michigan,2015,172790,7,54880
Michigan,2015,47948,6,54443
Michigan,2015,1242304,5,92580
Michigan,2015,26105,5,52312
Michigan,2015,20937,6,46788
Michigan,2015,6007,6,43480
Michigan,2015,23058,6,48249
Michigan,2015,8251,6,43119
Michigan,2015,24253,5,62304
Michigan,2015,279955,4,74006
Michigan,2015,12841,6,50825
Michigan,2015,23898,6,46310
Michigan,2015,193307,6,56936
Michigan,2015,159875,6,62857
Michigan,2015,61018,5,54819
Michigan,2015,41475,6,52511
Michigan,2015,8173,7,46697
Michigan,2015,68619,6,58921
Michigan,2015,53777,5,54260
Michigan,2015,75077,5,57627
Michigan,2015,358880,5,84822
Michigan,2015,1759335,9,58406
Michigan,2015,33003,5,52472
Minnesota,2015,15702,4,54183
Minnesota,2015,344151,5,84709
Minnesota,2015,33386,2,64145
Minnesota,2015,45672,7,58855
Minnesota,2015,39710,5,62710
Minnesota,2015,5040,2,60692
Minnesota,2015,65787,4,67016
Minnesota,2015,25313,2,65994
Minnesota,2015,35569,3,62330
Minnesota,2015,98741,3,111593
Minnesota,2015,28706,4,58785
Minnesota,2015,12109,2,62074
Minnesota,2015,54293,4,79535
Minnesota,2015,62324,3,67563
Minnesota,2015,8803,4,56984
Minnesota,2015,5194,3,66240
Minnesota,2015,11549,3,59565
Minnesota,2015,63428,4,65630
Minnesota,2015,414686,4,93456
Minnesota,2015,20364,3,79597
Minnesota,2015,37075,3,69973
Minnesota,2015,14050,3,60707
